Reservoir,Scenario,GRP
ACL,Hypoxia,0.015972346
ACL,Hypoxia,-0.007134875
ACL,Hypoxia,0.022302425
ACL,Hypoxia,0.014847488
ACL,Hypoxia,-0.007107431
ACL,Hypoxia,0.022333571
ACL,Hypoxia,0.014426348
ACL,Hypoxia,-0.007040351
ACL,Hypoxia,0.022392432
ACL,Hypoxia,0.014277375
ACL,Hypoxia,-0.006960112
ACL,Hypoxia,0.022468379
ACL,Hypoxia,0.014244509
ACL,Hypoxia,-0.00688274
ACL,Hypoxia,0.022556927
ACL,Hypoxia,0.014289077
ACL,Hypoxia,-0.006817231
ACL,Hypoxia,0.020652571
ACL,Hypoxia,0.020643892
ACL,Hypoxia,0.020361238
ACL,Hypoxia,0.020569292
ACL,Hypoxia,-0.007494716
ACL,Hypoxia,-0.006897819
ACL,Hypoxia,0.020297841
ACL,Hypoxia,0.020545778
ACL,Hypoxia,-0.007496371
ACL,Hypoxia,-0.006897782
ACL,Hypoxia,0.020539594
ACL,Hypoxia,0.020637562
ACL,Hypoxia,-0.007485267
ACL,Hypoxia,-0.006898943
ACL,Hypoxia,0.020896725
ACL,Hypoxia,0.020854768
ACL,Hypoxia,-0.007448431
ACL,Hypoxia,-0.006901377
ACL,Hypoxia,0.021182091
ACL,Hypoxia,0.021168385
ACL,Hypoxia,-0.007342531
ACL,Hypoxia,-0.006904374
ACL,Hypoxia,0.021351434
ACL,Hypoxia,0.021493149
ACL,Hypoxia,-0.007046082
ACL,Hypoxia,-0.006907075
ACL,Hypoxia,0.02140923
ACL,Hypoxia,0.021593441
ACL,Hypoxia,-0.006191705
ACL,Hypoxia,-0.006908663
ACL,Hypoxia,0.021364784
ACL,Hypoxia,0.021452383
ACL,Hypoxia,-0.003607843
ACL,Hypoxia,-0.006909057
ACL,Hypoxia,0.021272599
ACL,Hypoxia,0.021294282
ACL,Hypoxia,0.003408817
ACL,Hypoxia,-0.006908723
ACL,Hypoxia,0.021142373
ACL,Hypoxia,0.02100919
ACL,Hypoxia,0.013481067
ACL,Hypoxia,-0.006907926
ACL,Hypoxia,0.020919362
ACL,Hypoxia,0.020474766
ACL,Hypoxia,0.018417234
ACL,Hypoxia,-0.006906817
ACL,Hypoxia,0.020622011
ACL,Hypoxia,0.019909103
ACL,Hypoxia,0.019478076
ACL,Hypoxia,-0.006905518
ACL,Hypoxia,0.020607708
ACL,Hypoxia,0.019833237
ACL,Hypoxia,0.019473569
ACL,Hypoxia,-0.006904129
ACL,Hypoxia,0.021189496
ACL,Hypoxia,0.020189994
ACL,Hypoxia,0.018246826
ACL,Hypoxia,-0.006902724
ACL,Hypoxia,0.021267751
ACL,Hypoxia,0.019307966
ACL,Hypoxia,0.016494759
