Reservoir,Scenario,GRP
ACL,Hypoxia,-0.005856582
ACL,Hypoxia,0.007263545
ACL,Hypoxia,0.003016701
ACL,Hypoxia,-0.006269733
ACL,Hypoxia,0.007860247
ACL,Hypoxia,0.003175493
ACL,Hypoxia,-0.006574798
ACL,Hypoxia,0.00759129
ACL,Hypoxia,0.00200856
ACL,Hypoxia,-0.006795125
ACL,Hypoxia,0.007356061
ACL,Hypoxia,0.000418978
ACL,Hypoxia,-0.00695429
ACL,Hypoxia,0.007780196
ACL,Hypoxia,0.0003924
ACL,Hypoxia,-0.007071519
ACL,Hypoxia,0.008237219
ACL,Hypoxia,0.001362179
ACL,Hypoxia,-0.007160947
ACL,Hypoxia,0.008512926
ACL,Hypoxia,0.002298914
ACL,Hypoxia,-0.00723234
ACL,Hypoxia,0.008651532
ACL,Hypoxia,0.002936294
ACL,Hypoxia,-0.007292173
ACL,Hypoxia,0.008704348
ACL,Hypoxia,0.003304327
ACL,Hypoxia,-0.007344594
ACL,Hypoxia,0.0087177
ACL,Hypoxia,0.00801223
ACL,Hypoxia,0.007882122
ACL,Hypoxia,0.007960746
ACL,Hypoxia,0.008239685
ACL,Hypoxia,0.006394237
ACL,Hypoxia,0.008497085
ACL,Hypoxia,0.006060138
ACL,Hypoxia,-0.000774324
ACL,Hypoxia,0.008648752
ACL,Hypoxia,0.005789188
ACL,Hypoxia,-0.001631588
ACL,Hypoxia,0.008728806
ACL,Hypoxia,0.005525976
ACL,Hypoxia,-0.00235542
ACL,Hypoxia,0.008766941
ACL,Hypoxia,0.005187099
ACL,Hypoxia,-0.002991417
ACL,Hypoxia,0.008719236
ACL,Hypoxia,0.004680426
ACL,Hypoxia,-0.003744114
ACL,Hypoxia,0.008363667
ACL,Hypoxia,0.003846787
ACL,Hypoxia,-0.004595257
ACL,Hypoxia,0.006958881
ACL,Hypoxia,0.002683102
ACL,Hypoxia,-0.005388681
ACL,Hypoxia,0.004951908
ACL,Hypoxia,0.002119006
ACL,Hypoxia,-0.006017702
ACL,Hypoxia,0.006304908
ACL,Hypoxia,0.002924346
ACL,Hypoxia,-0.006466674
ACL,Hypoxia,0.007744401
ACL,Hypoxia,0.003563711
ACL,Hypoxia,-0.006769115
ACL,Hypoxia,0.007945099
ACL,Hypoxia,0.003014721
ACL,Hypoxia,-0.00696819
ACL,Hypoxia,0.007896074
ACL,Hypoxia,0.002076185
ACL,Hypoxia,-0.007099884
ACL,Hypoxia,0.008082815
ACL,Hypoxia,0.001810302
ACL,Hypoxia,-0.00718987
ACL,Hypoxia,0.008350957
ACL,Hypoxia,0.002210498
ACL,Hypoxia,-0.007255111
ACL,Hypoxia,0.008558125
ACL,Hypoxia,0.002778225
ACL,Hypoxia,-0.007306274
ACL,Hypoxia,0.008679775
ACL,Hypoxia,0.00321942
ACL,Hypoxia,-0.007349788
ACL,Hypoxia,0.008721265
ACL,Hypoxia,0.003478872
ACL,Hypoxia,0.008721312
ACL,Hypoxia,0.008267398
ACL,Hypoxia,0.008189448
ACL,Hypoxia,0.008087042
ACL,Hypoxia,0.007599471
ACL,Hypoxia,0.00050895
ACL,Hypoxia,0.008007024
ACL,Hypoxia,0.00735673
ACL,Hypoxia,0.001547041
ACL,Hypoxia,0.008082278
ACL,Hypoxia,0.00707611
ACL,Hypoxia,0.001743039
ACL,Hypoxia,0.008292308
ACL,Hypoxia,0.006794863
ACL,Hypoxia,0.00115525
ACL,Hypoxia,0.008460086
ACL,Hypoxia,0.006597838
ACL,Hypoxia,-0.000124159
ACL,Hypoxia,0.008523509
ACL,Hypoxia,0.006538267
ACL,Hypoxia,-0.001586482
ACL,Hypoxia,0.008572015
ACL,Hypoxia,0.006433921
ACL,Hypoxia,-0.002345966
ACL,Hypoxia,0.008656993
ACL,Hypoxia,0.006139519
ACL,Hypoxia,-0.002738347
ACL,Hypoxia,0.00869062
ACL,Hypoxia,0.005710483
ACL,Hypoxia,-0.003524385
ACL,Hypoxia,0.008514053
ACL,Hypoxia,0.004997723
ACL,Hypoxia,-0.004613537
ACL,Hypoxia,0.007722871
ACL,Hypoxia,0.00380216
ACL,Hypoxia,-0.005612508
ACL,Hypoxia,0.006616619
ACL,Hypoxia,0.002975283
ACL,Hypoxia,-0.006331377
ACL,Hypoxia,0.007143471
ACL,Hypoxia,0.003345788
ACL,Hypoxia,-0.006784386
ACL,Hypoxia,0.007928365
ACL,Hypoxia,0.003743744
ACL,Hypoxia,-0.007050792
ACL,Hypoxia,0.008176705
ACL,Hypoxia,0.003516731
ACL,Hypoxia,-0.007202066
ACL,Hypoxia,0.008233406
ACL,Hypoxia,0.003048373
ACL,Hypoxia,-0.007287238
ACL,Hypoxia,0.008326399
ACL,Hypoxia,0.002820881
ACL,Hypoxia,-0.007336858
ACL,Hypoxia,0.008464492
ACL,Hypoxia,0.002929037
ACL,Hypoxia,-0.00736904
ACL,Hypoxia,0.008594917
ACL,Hypoxia,0.003202316
ACL,Hypoxia,-0.007394033
ACL,Hypoxia,0.008682762
ACL,Hypoxia,0.003460587
ACL,Hypoxia,-0.007417273
ACL,Hypoxia,0.008716098
ACL,Hypoxia,0.008718989
ACL,Hypoxia,0.008434345
ACL,Hypoxia,0.0084003
ACL,Hypoxia,0.007915777
ACL,Hypoxia,-0.006696232
ACL,Hypoxia,0.008325992
ACL,Hypoxia,0.00798388
ACL,Hypoxia,-0.005043009
ACL,Hypoxia,0.00826939
ACL,Hypoxia,0.008063823
ACL,Hypoxia,-0.002610462
ACL,Hypoxia,0.008246655
ACL,Hypoxia,0.008003686
ACL,Hypoxia,0.00021279
ACL,Hypoxia,0.008222088
ACL,Hypoxia,0.007816434
ACL,Hypoxia,0.00239034
ACL,Hypoxia,0.008216482
ACL,Hypoxia,0.007584245
ACL,Hypoxia,0.00342447
ACL,Hypoxia,0.00827996
ACL,Hypoxia,0.007334316
ACL,Hypoxia,0.003406308
ACL,Hypoxia,0.00839531
ACL,Hypoxia,0.0070625
ACL,Hypoxia,0.002461996
ACL,Hypoxia,0.008466748
ACL,Hypoxia,0.006839981
ACL,Hypoxia,0.000563021
ACL,Hypoxia,0.008447726
ACL,Hypoxia,0.006799097
ACL,Hypoxia,-0.001710963
ACL,Hypoxia,-0.007845645
ACL,Hypoxia,0.008471283
ACL,Hypoxia,0.00683122
ACL,Hypoxia,-0.002366045
ACL,Hypoxia,0.008604014
ACL,Hypoxia,0.006769184
ACL,Hypoxia,-0.002309869
ACL,Hypoxia,0.008726544
ACL,Hypoxia,0.006625144
ACL,Hypoxia,-0.003266722
ACL,Hypoxia,0.008747142
ACL,Hypoxia,0.006285415
ACL,Hypoxia,-0.004794464
ACL,Hypoxia,0.008563284
ACL,Hypoxia,0.005537416
ACL,Hypoxia,-0.00605599
ACL,Hypoxia,0.008229333
ACL,Hypoxia,0.00466324
ACL,Hypoxia,-0.006821344
ACL,Hypoxia,0.008153896
ACL,Hypoxia,0.004268042
ACL,Hypoxia,-0.007219909
ACL,Hypoxia,0.008277052
ACL,Hypoxia,0.00410321
ACL,Hypoxia,-0.007406988
ACL,Hypoxia,0.008365267
ACL,Hypoxia,0.00385753
ACL,Hypoxia,-0.007482831
ACL,Hypoxia,0.008411242
ACL,Hypoxia,0.003577791
ACL,Hypoxia,-0.00750435
ACL,Hypoxia,0.008465095
ACL,Hypoxia,0.003412455
ACL,Hypoxia,-0.007502953
ACL,Hypoxia,0.008539004
ACL,Hypoxia,0.003414017
ACL,Hypoxia,-0.007495433
ACL,Hypoxia,0.00861555
ACL,Hypoxia,0.003527178
ACL,Hypoxia,-0.007490129
ACL,Hypoxia,0.008673306
ACL,Hypoxia,0.003665988
ACL,Hypoxia,0.00838391
ACL,Hypoxia,0.007668349
ACL,Hypoxia,0.008428613
ACL,Hypoxia,0.00783924
ACL,Hypoxia,-0.00841906
ACL,Hypoxia,0.008456244
ACL,Hypoxia,0.008020416
ACL,Hypoxia,-0.007837999
ACL,Hypoxia,-0.007866487
ACL,Hypoxia,0.008441751
ACL,Hypoxia,0.008086231
ACL,Hypoxia,-0.00669754
ACL,Hypoxia,-0.007869104
ACL,Hypoxia,0.008345204
ACL,Hypoxia,0.008072516
ACL,Hypoxia,-0.004784077
ACL,Hypoxia,-0.00786881
ACL,Hypoxia,0.008295965
ACL,Hypoxia,0.008176997
ACL,Hypoxia,-0.001769439
ACL,Hypoxia,-0.007867127
ACL,Hypoxia,0.008305638
ACL,Hypoxia,0.008123472
ACL,Hypoxia,0.001773035
ACL,Hypoxia,-0.007864916
ACL,Hypoxia,0.008307067
ACL,Hypoxia,0.007927731
ACL,Hypoxia,0.004187625
ACL,Hypoxia,-0.007862391
ACL,Hypoxia,0.008312877
ACL,Hypoxia,0.007715245
ACL,Hypoxia,0.005132355
ACL,Hypoxia,-0.007859618
ACL,Hypoxia,0.008356691
ACL,Hypoxia,0.007520884
ACL,Hypoxia,0.004984963
ACL,Hypoxia,-0.00785667
